









Frequency of observations in the selected location(s).:
Number of taxa: 	532

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Lesser Yellowlegs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001487	0.0204966	0.0210361	0.0114096	0.0106804	0.004771	4.148E-4	0.0	0.0	0.0	0.0	0.0017657	0.0072333	0.0092915	0.0252765	0.043664	0.0354721	0.0323774	0.0234971	0.0149194	0.0103941	0.0085779	0.0040844	0.0032733	0.0035289	0.0028156	0.0013063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Greater/Lesser Yellowlegs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.435E-4	0.0027592	0.0025118	0.0011042	0.0023734	4.771E-4	8.295E-4	0.0	0.0	0.0	0.0	0.0015	6.028E-4	0.0011614	0.0015	0.0033223	5.216E-4	0.0013876	0.0018309	4.032E-4	4.331E-4	9.029E-4	0.0017018	4.092E-4	4.411E-4	0.0015	6.532E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Tringa sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
shorebird sp.	0.0026429	0.0016892	0.0014272	0.0023891	0.0014925	0.0017	0.0017289	4.968E-4	9.234E-4	0.0024178	0.001666	8.633E-4	7.788E-4	0.001487	0.0019708	0.0028257	0.0029444	0.0039557	0.0019084	8.295E-4	0.0015	0.0016835	0.0015	5.068E-4	5.886E-4	0.0048222	0.0046458	0.0043444	0.0047461	0.0036515	0.0078631	0.0051877	0.0040323	0.0056301	0.0049661	0.0020422	0.0036825	0.0066167	0.0032848	0.0045722	0.0140562	0.0056845	0.005184	0.0028972	0.0027042	0.0014699	0.001824	3.591E-4	
South Polar Skua	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.052E-4	0.0	0.0	4.515E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	
Pomarine Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.771E-4	0.0	0.0	0.0	0.0	0.0	0.0015	6.028E-4	0.0	0.0	0.0015	0.0	0.0013876	0.003967	0.0032258	0.0012993	0.0040632	0.0020422	4.092E-4	0.0030878	4.693E-4	6.532E-4	0.0	0.0014211	0.0	0.0	0.0	0.0	0.0	0.0	
Parasitic Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.681E-4	0.0019778	9.542E-4	0.0012443	0.0	0.0015	0.0	0.0	0.0	6.028E-4	0.0015	0.0015	0.0	5.216E-4	0.0027752	0.0042722	0.0052419	0.0056301	0.0103837	0.0122532	0.0036825	0.0066167	0.0018771	0.0019595	0.001004	4.737E-4	0.0015	0.0	0.0	0.0	0.0	0.0	
Pomarine/Parasitic Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.681E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.404E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Long-tailed Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.028E-4	0.0	0.0	0.0	0.0015	9.251E-4	3.052E-4	8.065E-4	4.331E-4	0.0018059	3.404E-4	4.092E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
jaeger sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.942E-4	0.0	3.681E-4	0.0	0.0	4.148E-4	0.0	0.0	6.146E-4	0.0	0.0	6.028E-4	0.0	0.0	0.0	0.0	0.0	0.0015258	4.032E-4	4.331E-4	0.0013544	0.0020422	8.183E-4	0.0013233	9.385E-4	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	
Common Murre	0.0505451	0.0726351	0.0775452	0.0645051	0.0427861	0.0433489	0.0394191	0.0362643	0.0263158	0.0309478	0.0199917	0.022446	0.021028	0.0215613	0.0185258	0.0185243	0.0235554	0.0158228	0.0133588	0.0149316	0.0134424	0.0145903	0.0153657	0.0243284	0.025309	0.0325497	0.0481998	0.0801738	0.0925486	0.1173709	0.1248844	0.1391517	0.128629	0.1359896	0.1218962	0.1409122	0.1358429	0.1442435	0.1299859	0.0989549	0.0973896	0.1056371	0.0881286	0.0873974	0.0557058	0.0656541	0.0747834	0.0624776	
large alcid sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.717E-4	0.0	0.0	0.0	0.0	0.0	4.148E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.515E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pigeon Guillemot	0.0703667	0.1102196	0.1070409	0.1044369	0.0970149	0.1015725	0.0881743	0.0904123	0.0955679	0.1175048	0.1049563	0.094964	0.0961838	0.1089219	0.1005124	0.0979592	0.1052632	0.1032437	0.0825382	0.0837827	0.0853302	0.1116723	0.0983405	0.0968069	0.1183049	0.1217601	0.141115	0.1658768	0.15757	0.1684924	0.1924144	0.1425084	0.1290323	0.1087051	0.0799097	0.0735194	0.0683306	0.0917512	0.0736743	0.0829523	0.0913655	0.0994789	0.0995334	0.0927088	0.0681449	0.0930916	0.0857273	0.0707361	
Marbled Murrelet	0.0327056	0.0371622	0.0461465	0.0320819	0.0248756	0.0314492	0.0176349	0.0228515	0.0180055	0.0203095	0.0179092	0.017554	0.0288162	0.0200743	0.0275916	0.0282575	0.0272359	0.0237342	0.023855	0.021153	0.0222092	0.0297419	0.0288875	0.0359858	0.0335491	0.0433996	0.043554	0.0517378	0.0498339	0.0521648	0.0485661	0.0573695	0.0395161	0.0450411	0.041535	0.036079	0.0425532	0.0644023	0.0610042	0.0741346	0.0888554	0.1037423	0.0793157	0.0820859	0.0703083	0.0641842	0.0656635	0.0420108	
Kittlitz's Murrelet	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0014699	0.0015	0.0	
Ancient Murrelet	0.0155269	0.0168919	0.0142721	0.0201365	0.0104478	0.0101997	0.0044952	0.0019871	0.0027701	0.0024178	0.0015	8.633E-4	0.0011682	0.0	0.0	3.14E-4	7.361E-4	0.0011867	0.0	4.148E-4	0.0015	0.0011223	0.0015	5.068E-4	5.886E-4	6.028E-4	0.0015	7.899E-4	0.0	5.216E-4	9.251E-4	0.0015258	4.032E-4	0.0012993	0.0040632	0.0034037	0.0069558	0.0211734	0.015955	0.0209014	0.0341365	0.0397916	0.0508035	0.0540802	0.0319091	0.0391965	0.0410397	0.0222621	
murrelet sp.	6.607E-4	0.0025338	0.0019029	0.0027304	0.0034826	0.0021249	0.0020747	0.0034774	0.001385	4.836E-4	0.0015	2.878E-4	0.0015	3.717E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.028E-4	5.807E-4	3.949E-4	0.0	5.216E-4	4.625E-4	9.155E-4	0.0	0.0017324	0.0	0.0	8.183E-4	8.822E-4	9.385E-4	9.798E-4	0.0045181	0.0014211	0.0041472	0.0028972	0.0037858	0.0019598	0.00228	7.181E-4	
Cassin's Auklet	0.0	0.0	0.0	0.0	0.0015	4.25E-4	3.458E-4	0.0	9.234E-4	4.836E-4	0.0	0.0	3.894E-4	0.0	0.0	0.0	0.0015	3.956E-4	4.771E-4	4.148E-4	0.0011689	0.0015	6.146E-4	0.0	5.886E-4	0.0012055	0.0011614	3.949E-4	0.0061699	0.0057381	0.006938	9.155E-4	0.0024194	0.0025985	0.0045147	0.0017018	0.0020458	0.0030878	0.0023463	6.532E-4	5.02E-4	4.737E-4	0.0010368	9.657E-4	5.408E-4	4.9E-4	9.12E-4	0.0010772	
Crested Auklet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	4.515E-4	6.807E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Rhinoceros Auklet	0.0132144	0.0228041	0.0318744	0.0249147	0.0199005	0.0254994	0.0259336	0.0372578	0.0452447	0.0517408	0.0512287	0.054964	0.0580218	0.0858736	0.0752858	0.0659341	0.076187	0.0814873	0.0653626	0.0568229	0.0713033	0.0970819	0.090965	0.1003548	0.1241907	0.145871	0.1416957	0.1891785	0.1699098	0.1804903	0.1864015	0.1693622	0.15	0.1390212	0.1327314	0.1228727	0.1288871	0.1270401	0.1060535	0.0741346	0.062751	0.0648982	0.0622084	0.0540802	0.0378583	0.0318471	0.0241678	0.0229803	
auklet sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.266E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Tufted Puffin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.878E-4	0.0	0.0	0.0	0.0	3.681E-4	0.0015	9.542E-4	4.148E-4	5.845E-4	5.612E-4	6.146E-4	0.0015205	0.0029429	0.0024111	5.807E-4	0.0035545	9.492E-4	5.216E-4	4.625E-4	0.0024413	4.032E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
alcid sp.	0.0033036	0.0038007	0.0038059	0.0037543	0.0039801	0.0033999	0.0041494	0.006458	0.0055402	0.0062863	0.0054144	0.0031655	0.0023364	0.004461	0.0043358	0.0015699	0.0025764	0.0031646	0.0033397	0.0037329	0.0035067	0.003367	0.0036878	0.0035479	0.0035315	0.0048222	0.004065	0.007109	0.0075937	0.0052165	0.0074006	0.0103753	0.0044355	0.0073625	0.0049661	0.0044248	0.0040917	0.00397	0.0042234	0.0045722	0.003012	0.0066319	0.0036288	0.0024143	0.0070308	0.0088192	0.005472	0.0032316	
Black-legged Kittiwake	0.0039643	0.0143581	0.0061846	0.0020478	0.0014925	8.5E-4	0.0013831	9.935E-4	0.0027701	0.0019342	0.0	2.878E-4	0.0	0.0	0.0015	3.14E-4	0.0	0.0	4.771E-4	8.295E-4	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	5.216E-4	9.251E-4	0.0	0.0012097	0.0	0.0013544	6.807E-4	0.0012275	8.822E-4	0.0015	0.0016329	5.02E-4	9.474E-4	5.184E-4	4.829E-4	0.0	9.799E-4	4.56E-4	0.0028725	
Sabine's Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011825	0.0	0.0	3.956E-4	4.771E-4	0.0012443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.949E-4	0.0	0.0	0.0	3.052E-4	0.0015	4.331E-4	0.0015	0.0010211	0.0012275	4.411E-4	0.0015	0.0015	0.001004	9.474E-4	0.0	0.0	0.0015	0.0015	0.0	0.0	
Bonaparte's Gull	9.911E-4	0.0033784	0.0019029	0.0037543	0.0024876	0.0029749	0.0034578	0.0024839	0.0027701	0.0067698	0.0108288	0.0164029	0.0229751	0.030855	0.0315333	0.0433281	0.0331248	0.0126582	0.0100191	0.0024886	0.0029223	0.0016835	6.146E-4	0.0015205	0.0029429	0.0120555	0.0180023	0.042654	0.0403417	0.037037	0.0333025	0.0283796	0.0266129	0.0277176	0.0288939	0.0432267	0.0601473	0.1023379	0.1135617	0.1247551	0.123996	0.1084794	0.0891654	0.057943	0.0286641	0.0097991	0.0072959	0.0093357	
Black-headed Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	4.032E-4	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	
Little Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0015	0.0	3.404E-4	0.0	0.0	4.693E-4	6.532E-4	5.02E-4	0.0037897	0.0	0.0	0.0	0.0	0.0	0.0	
Laughing Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011772	0.0036166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Franklin's Gull	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	7.899E-4	0.0033223	5.216E-4	0.0015	0.0015	0.0016129	4.331E-4	9.029E-4	6.807E-4	4.092E-4	8.822E-4	0.0015	0.0015	0.0	0.0	5.184E-4	0.0015	0.0	0.0	0.0	0.0	
Black-tailed Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
Heermann's Gull	0.0	0.0	0.0	0.0	4.975E-4	0.0	0.0	4.968E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.148E-4	5.845E-4	0.0072952	0.0245851	0.0299037	0.0441436	0.0759494	0.0894309	0.1248025	0.1229236	0.1324987	0.1651249	0.16509	0.1826613	0.1788653	0.1688488	0.1749489	0.1788052	0.1808558	0.1750352	0.1041803	0.0486948	0.0189484	0.0041472	0.0024143	0.003245	0.0014699	0.0	0.0015	
Mew Gull	0.2186984	0.2293074	0.2431018	0.2071672	0.1781095	0.2095198	0.1908714	0.212618	0.199446	0.1769826	0.1482716	0.1355396	0.1390187	0.1423792	0.1332282	0.1233909	0.0857563	0.0292722	0.0181298	0.0087101	0.0052601	0.0061728	0.0061463	0.0121642	0.0176574	0.0361664	0.0563298	0.085703	0.1101092	0.1403234	0.1447734	0.1763808	0.1745968	0.2013859	0.2018059	0.2433628	0.2667758	0.3198059	0.301267	0.3069889	0.3202811	0.3112269	0.2820114	0.252535	0.216874	0.2371387	0.2225262	0.1992819	
Ring-billed Gull	6.607E-4	0.0025338	0.0042816	0.0020478	4.975E-4	0.0017	0.0024205	0.0024839	9.234E-4	0.0024178	0.0012495	0.0020144	0.0015576	7.435E-4	0.0027592	0.0012559	0.0029444	0.0019778	4.771E-4	8.295E-4	5.845E-4	0.0022447	0.0015	0.0015205	0.0029429	0.0042194	0.0092915	0.0189573	0.0227812	0.0234742	0.0277521	0.031126	0.0241935	0.0389779	0.0306998	0.0251872	0.0208674	0.0220556	0.0084467	0.007838	0.0120482	0.0052108	0.0015552	0.0048286	0.0010817	9.799E-4	0.00456	0.0021544	
Western Gull	0.0277502	0.0325169	0.0333016	0.031058	0.021393	0.0225244	0.02213	0.0263289	0.0286242	0.0140232	0.0091628	0.0086331	0.0062305	0.0081784	0.00473	0.0034537	0.0047847	0.0059335	0.0042939	0.0037329	0.0023378	0.0039282	0.0043024	0.0025342	0.0047087	0.0066305	0.0069686	0.0090837	0.0113906	0.0073031	0.006938	0.0061031	0.0125	0.0090948	0.0130926	0.0098707	0.0159574	0.0163211	0.0201783	0.015676	0.0140562	0.0132639	0.0176257	0.0217286	0.0113575	0.0230279	0.0191518	0.0219031	
California Gull	0.0105715	0.0097128	0.0142721	0.0194539	0.0134328	0.0314492	0.0304288	0.0452062	0.0614035	0.0725338	0.0724698	0.0673381	0.0537383	0.0542751	0.0488766	0.0483516	0.0382775	0.022943	0.0252863	0.0273745	0.0420807	0.0600449	0.0540873	0.0679169	0.094173	0.1464738	0.20964	0.2847551	0.3160892	0.3328117	0.3320999	0.3274336	0.2939516	0.3001299	0.2893905	0.291695	0.2483633	0.2470225	0.229939	0.1972567	0.1591365	0.1378494	0.1093831	0.0690488	0.0313683	0.0195982	0.0264478	0.0193896	
Herring Gull	0.0125537	0.0092905	0.0071361	0.0088737	0.0089552	0.0059499	0.0131397	0.0099354	0.0110803	0.0082205	0.0079134	0.0063309	0.0046729	0.0096654	0.0035475	0.0040816	7.361E-4	7.911E-4	0.0	0.0015	0.0	0.0015	0.0	5.068E-4	0.0	0.0	0.0	0.0	0.002373	5.216E-4	0.0013876	0.0018309	0.0056452	0.0086618	0.0099323	0.0125936	0.0130933	0.0154389	0.0173627	0.0192685	0.0155622	0.0194221	0.0155521	0.0154515	0.01298	0.0146987	0.0109439	0.0143627	
Iceland Gull	0.0479022	0.0553209	0.0623216	0.0505119	0.0512438	0.0543986	0.0542877	0.0461997	0.0410896	0.0261122	0.0241566	0.0178417	0.0151869	0.0152416	0.0106425	0.0084772	7.361E-4	3.956E-4	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	4.746E-4	0.0	4.625E-4	6.103E-4	0.0028226	0.0090948	0.0225734	0.0285909	0.0482815	0.0586678	0.0600657	0.0676029	0.065261	0.0729512	0.066874	0.0651859	0.03894	0.0592847	0.0551756	0.0578097	
Herring/Iceland Gull	6.607E-4	0.0	0.0	0.0	0.0	4.25E-4	0.0010373	0.0	0.0	0.0	8.33E-4	2.878E-4	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.032E-4	0.0	0.0	3.404E-4	0.0	4.411E-4	4.693E-4	0.0	0.0015	0.0	0.0015	4.829E-4	5.408E-4	9.799E-4	0.001368	7.181E-4	
Lesser Black-backed Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.829E-4	0.0	0.0	0.0	0.0	
Slaty-backed Gull	0.0	4.223E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	
Glaucous-winged Gull	0.5791212	0.5844595	0.6089439	0.58157	0.5641791	0.5669358	0.5065698	0.5931446	0.5771006	0.5483559	0.5102041	0.5223022	0.538162	0.5342007	0.5167521	0.566719	0.5134339	0.5106804	0.4570611	0.4338449	0.4260666	0.4416386	0.3829133	0.3963507	0.4437905	0.4550934	0.504065	0.5853081	0.5899383	0.6113719	0.6008326	0.6231309	0.6314516	0.6301429	0.6185102	0.5884956	0.5666939	0.5999118	0.6048803	0.6479425	0.6420683	0.6376125	0.6365993	0.6508933	0.6338561	0.6281235	0.6019152	0.5734291	
Western x Glaucous-winged Gull (hybrid)	0.0571523	0.0663007	0.0656518	0.0703072	0.059204	0.0667233	0.0535961	0.0591157	0.0503232	0.0435203	0.0391504	0.0330935	0.0268692	0.027881	0.0244383	0.0285714	0.0264998	0.0201741	0.0157443	0.0153463	0.0157802	0.0123457	0.0110633	0.0207805	0.0200118	0.0229054	0.0377468	0.0304107	0.0189843	0.028169	0.0333025	0.0280745	0.0274194	0.0381117	0.0397291	0.0411845	0.0597381	0.063079	0.0525575	0.0613978	0.064759	0.0819517	0.0787973	0.0849831	0.05841	0.067124	0.0811674	0.0621185	
Herring x Glaucous-winged Gull (hybrid)	0.008259	0.0071791	0.0057088	0.0037543	0.0029851	0.0033999	0.0034578	0.0019871	0.0027701	9.671E-4	0.0012495	8.633E-4	3.894E-4	0.0018587	0.0	0.0015699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.052E-4	0.0016129	8.662E-4	0.0022573	0.0027229	0.0040917	0.00397	0.0056312	0.0052253	0.0070281	0.0085268	0.0072576	0.0111057	0.0048675	0.0073493	0.0100319	0.0061041	
Western/Glaucous-winged Gull	6.607E-4	0.0015	0.0014272	0.0017065	9.95E-4	0.001275	0.0017289	0.0	4.617E-4	9.671E-4	4.165E-4	2.878E-4	0.0011682	0.0011152	0.0015767	9.419E-4	0.0014722	0.0047468	0.0028626	0.0024886	5.845E-4	0.0039282	6.146E-4	0.0	0.0023543	0.0012055	0.0046458	0.0039494	0.0018984	5.216E-4	0.0015	0.0012206	8.065E-4	0.0012993	0.0013544	0.0020422	0.0016367	0.0057345	0.0046926	9.798E-4	0.001506	0.0023685	0.0057024	4.829E-4	0.0010817	9.799E-4	9.12E-4	0.0028725	
Glaucous Gull	9.911E-4	0.0015	9.515E-4	6.826E-4	0.0015	8.5E-4	0.0015	4.968E-4	9.234E-4	0.0	0.0020825	0.0014388	7.788E-4	0.0011152	0.0	0.0015	7.361E-4	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	4.092E-4	0.0015	0.0015	0.0	0.0015	0.0014211	5.184E-4	0.0024143	5.408E-4	0.0024498	9.12E-4	0.0010772	
Herring x Glaucous Gull (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.737E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Glaucous-winged x Glaucous Gull (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.148E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.408E-4	0.0	0.0	3.591E-4	
Larus sp.	0.0112322	0.0130912	0.0104662	0.0116041	0.0079602	0.0161496	0.0117566	0.0124193	0.011542	0.0077369	0.0095793	0.0100719	0.0116822	0.0089219	0.0035475	0.0059655	0.0047847	0.0039557	0.004771	0.0049772	0.0046756	0.003367	0.0055317	0.0025342	0.0035315	0.0072333	0.004065	0.0047393	0.0028477	0.0046948	0.0018501	0.0085444	0.0092742	0.0121265	0.0121896	0.0142954	0.0167758	0.0255845	0.0201783	0.0140431	0.0175703	0.0161061	0.0186625	0.0226944	0.016225	0.0161685	0.0136799	0.0089767	
gull sp.	0.1000991	0.120777	0.1108468	0.1023891	0.0870647	0.1015725	0.1144537	0.1132638	0.1108033	0.1131528	0.090379	0.08	0.086838	0.0910781	0.0875049	0.0725275	0.0794994	0.0747627	0.0763359	0.0692659	0.0654588	0.0499439	0.0497849	0.0476432	0.0529723	0.0681133	0.0667828	0.1161137	0.1020408	0.1137194	0.1225717	0.1361001	0.133871	0.1346903	0.1277652	0.1341048	0.1501637	0.1707102	0.1534491	0.1254082	0.1199799	0.1264803	0.1249352	0.1071946	0.1097891	0.1273885	0.0925673	0.0901257	
Caspian Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.755E-4	3.894E-4	0.0026022	0.0063067	0.0153846	0.0099374	0.0122627	0.0100191	0.0078805	0.0099357	0.0106622	0.0129072	0.0152053	0.018246	0.0120555	0.0209059	0.0122433	0.0123398	0.017736	0.0235893	0.0176991	0.0133065	0.0095279	0.0045147	0.003744	0.0	0.0	9.385E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	3.681E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	7.899E-4	0.0018984	0.0041732	0.0018501	0.0091547	0.0044355	0.0103941	0.0094808	0.012934	0.00491	0.00397	9.385E-4	0.0029393	5.02E-4	0.0	5.184E-4	0.0	0.0	0.0	0.0	0.0	
Arctic Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0026082	0.0015	6.103E-4	0.0	0.0	0.0	3.404E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
